time_limit,required_cpus,task_time
3,128,0
3,128,0
3,128,0
3,128,1.00000000325963
3,128,1.00000000325963
3,128,1.00000000325963
3,128,1.00000000325963
3,128,1.00000000325963
3,128,0.99999999278225
3,128,0
5,128,0
5,256,0
5,512,0
5,128,0
5,256,0
5,512,0
5,128,0.99999999278225
5,256,0.99999999278225
5,512,0
5,128,0
5,256,0
5,512,0
5,128,1.00000000325963
5,256,1.00000000325963
3,128,0
5,128,0
5,256,1.00000000325963
5,512,1.00000000325963
5,128,0
5,256,1.00000000325963
5,512,0
5,128,0.99999999278225
5,256,0.99999999278225
5,512,1.00000000325963
5,128,2.00000000651926
5,256,1.99999999604188
5,512,1.99999999604188
5,128,0
5,256,0
5,512,0
5,128,1.00000000325963
5,256,0
5,512,0
5,128,1.00000000325963
5,256,0
5,512,0.99999999278225
5,128,0.99999999278225
5,256,1.00000000325963
5,512,1.00000000325963
5,128,0
5,256,0
5,512,0
5,128,1.00000000325963
5,256,0
5,512,0
5,128,1.00000000325963
5,256,1.00000000325963
5,512,0
5,128,0.99999999278225
5,256,0.99999999278225
5,512,1.00000000325963
3,128,0
3,128,1.00000000325963
3,128,0.99999999278225
3,128,1.00000000325963
3,128,0
120,32,26.0000000009313
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
120,32,0
3,128,1.00000000325963
3,128,0.99999999278225
120,32,0
3,32,0
3,32,0
3,64,1.00000000325963
3,128,0.99999999278225
3,64,0
3,64,0
3,128,0
120,32,0
3,128,0
3,128,0
3,128,1.00000000325963
3,128,0
3,128,0
3,128,0
3,128,1.00000000325963
3,128,1.00000000325963
3,128,0
3,128,0
15,128,0
3,128,0
15,128,0
3,128,1.00000000325963
3,128,0
15,128,0
3,128,0
3,128,1.00000000325963
360,256,360
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
3,128,1.00000000325963
3,128,0
3,128,1.00000000325963
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
3,128,2.00000000651926
3,128,0
3,128,0
3,128,0
3,128,0
3,128,0
3,128,1.00000000325963
5,64,1.00000000325963
5,128,0
5,64,0
5,128,0
5,64,0
5,128,1.00000000325963
5,64,1.00000000325963
5,128,0.99999999278225
3,64,0
3,128,0
5,64,0
5,128,0
5,64,0
5,128,0
5,64,1.00000000325963
5,128,1.00000000325963
5,64,0
5,128,0
5,64,0
5,128,0.99999999278225
5,64,0
5,128,0
5,64,1.00000000325963
5,128,1.00000000325963
5,64,0
5,128,0
5,64,1.00000000325963
5,128,0
5,64,0
5,128,0
5,64,0.99999999278225
5,128,0.99999999278225
5,256,1.00000000325963
5,512,0.99999999278225
5,256,2.99999999930151
5,512,0.99999999278225
5,256,0
5,512,0
5,256,1.00000000325963
5,512,0
5,256,0
5,512,0
5,256,0
5,512,1.00000000325963
5,256,0
5,512,1.00000000325963
5,256,1.00000000325963
5,512,0
5,256,0
5,512,0
5,256,0
5,512,0
5,256,0
5,512,0
5,256,1.00000000325963
5,512,0
5,256,0.99999999278225
5,512,0
5,256,0
5,512,0
5,256,0
5,512,0.99999999278225
5,256,1.00000000325963
5,512,0.99999999278225
120,32,0
120,32,1.00000000325963
120,32,24.0000000048894
120,32,2.00000000651926
120,32,0
15,32,1.00000000325963
15,32,0.99999999278225
15,32,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0.99999999278225
15,128,1.00000000325963
15,128,0
15,128,1.00000000325963
15,128,1.00000000325963
15,128,0
15,128,0
15,128,0
15,128,0
15,32,0
15,128,1.00000000325963
15,32,0
15,128,0
15,128,0
15,128,0
15,128,1.99999999604188
15,32,0
15,32,1.00000000325963
15,32,1.99999999604188
15,32,5.00000000582077
10,32,1.99999999604188
10,32,1.99999999604188
10,32,1.00000000325963
10,32,2.00000000651926
10,32,0
10,32,0.99999999278225
10,32,0.99999999278225
10,32,0
10,32,0
10,32,0
10,64,10.0000000011642
10,64,8.99999999790452
10,128,10.0000000011642
10,128,0
10,256,10.0000000011642
10,256,10.0000000011642
5,512,5.00000000582077
5,512,5.00000000582077
3,1024,2.99999999930151
3,1024,2.99999999930151
15,128,0
15,128,1.00000000325963
15,32,0
15,32,2.00000000651926
15,32,1.00000000325963
15,32,14.9999999965075
15,32,0.99999999278225
15,32,0
15,32,8.99999999790452
15,32,11.999999997206
15,32,13.9999999932479
15,32,0
15,128,1.00000000325963
15,128,0.99999999278225
15,128,11.0000000044238
5,32,0
5,32,0
15,128,4.99999999534339
5,32,0
15,64,14.9999999965075
5,32,0
15,128,4.99999999534339
5,32,0
15,64,11.999999997206
5,32,0
15,128,14.9999999965075
15,64,0.99999999278225
5,32,0
15,64,5.99999999860302
5,32,0
15,128,5.00000000582077
15,128,4.99999999534339
15,64,14.9999999965075
15,64,14.9999999965075
15,128,6.0000000090804
15,128,5.99999999860302
5,32,1.00000000325963
5,32,0
15,128,4.99999999534339
5,32,0
15,128,5.00000000582077
15,64,0
15,64,0
15,64,0
